ID,Consultant,DateRetrieved,DatePublished,Job_title,Company,R,SAS,SPSS,Python,MAtlab,Scala,C.,MS_Word,Ms_Excel,OLE_DB,Ms_Access,Ms_PowerPoint,Spreadsheets,Data_visualization,Presentation_Skills,Communication,BigData,Data_warehouse,cloud_storage,Google_Cloud,AWS,Machine_Learning,Deep_Learning,Computer_vision,Java,C..,C,Linux_Unix,SQL,NoSQL,RDBMS,Oracle,MySQL,PHP,Flash_Actionscript,SPL,web_design_and_development_tools,Wordpress,AI,Natural_Language_Processing.NLP.,Microsoft_Power_BI,Google_Analytics,graphics_and_design_skills,Data_marketing,SEO,Content_Management,Tableau,D3,Alteryx,KNIME,Spotfire,Spark,S3,Redshift,DigitalOcean,Javascript,Kafka,Storm,Bash,Hadoop,Data_Pipelines,MPP_Platforms,Qlik,Pig,Hive,Tensorflow,Map_Reduce,Impala,Solr,Teradata,MongoDB,Elasticsearch,YOLO,agile_execution,Data_management,pyspark,Data_mining,Data_science,Web_Analytic_tools,IOT,Numerical_Analysis,Economic,Finance_Knowledge,Investment_Knowledge,Problem_Solving,Korean_language,Bash_Linux_Scripting,Knowledge_in,Experience,City,Location,Educational_qualifications,Salary,Team_Handling,Debtor_reconcilation,Payroll_management,Bayesian,Optimization,Bahasa_Malaysia,English_proficiency,URL,Search_Term,Job_Titles,Job_Category,Minimum_Years_of_experience,Experience_Category,Job_Country,Edu_Category
11,Jayani,13/08/2020,13/08/2020,Data Engineer,SDK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,5+,Edomonton,Canada,Computer Science Degree/Diploma,NA,0,0,0,0,0,0,NA,https://www.glassdoor.com/Job/jobs.htm?suggestCount=0&suggestChosen=false&clickSource=searchBtn&typedKeyword=Data+sc&locT=N&locId=3&jobType=&context=Jobs&sc.keyword=Data+Science&dropdown=0,Statistics top jobs in Canada,data engineer,Data Engineering,NA,Two or less years,Canada,Some Degree
12,Jayani,13/08/2020,13/08/2020,Data Analyst,EPCOR Utilities Inc.,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2+,Edomonton,Canada,"University Degree at a bachelor’s level in a business related field such as economics, statistics, accounting, finance, Computing Sciences",$43.00 to $51.26 per hour,0,0,0,0,0,0,NA,https://www.glassdoor.com/Job/jobs.htm?suggestCount=0&suggestChosen=false&clickSource=searchBtn&typedKeyword=Data+sc&locT=N&locId=3&jobType=&context=Jobs&sc.keyword=Data+Science&dropdown=0,Statistics top jobs in Canada,data analyst,Data Analyst,2,Two or less years,Canada,Min_Bsc
13,Jayani,13/08/2020,13/08/2020,Data Scientist Co-op or Intern (8 Months),Visier Inc.,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,Vancouver,Canada,NA,NA,0,0,0,0,0,0,NA,https://www.glassdoor.com/Job/jobs.htm?suggestCount=0&suggestChosen=false&clickSource=searchBtn&typedKeyword=Data+sc&locT=N&locId=3&jobType=&context=Jobs&sc.keyword=Data+Science&dropdown=0,Statistics top jobs in Canada,data scientist co op or intern (8 months),Data Science,NA,Two or less years,Canada,NA
14,Jayani,13/08/2020,13/08/2020,Data Analyst - Co-op Position (Sept - Dec),Flashfood Inc,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,Toronto,Canada,NA,NA,0,0,0,0,0,0,NA,https://www.glassdoor.com/Job/jobs.htm?suggestCount=0&suggestChosen=false&clickSource=searchBtn&typedKeyword=Data+sc&locT=N&locId=3&jobType=&context=Jobs&sc.keyword=Data+Science&dropdown=0,Statistics top jobs in Canada,data analyst   co op position (sept   dec),Data Analyst,NA,Two or less years,Canada,NA
15,Jayani,13/08/2020,13/08/2020,Lead Digital Data and Analytics,National Bank of Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,5+,Montreal,Canada,"Bachelor’s or Master’s degree in information technology, e-commerce, marketing, business intelligence, or another relevant field;",NA,0,0,0,0,0,0,NA,https://www.glassdoor.com/Job/jobs.htm?suggestCount=0&suggestChosen=false&clickSource=searchBtn&typedKeyword=Data+sc&locT=N&locId=3&jobType=&context=Jobs&sc.keyword=Data+Science&dropdown=0,Statistics top jobs in Canada,lead digital data and analytics,Data Analyst,NA,Two or less years,Canada,Min_Bsc
16,Jayani,13/08/2020,13/08/2020,"Product Manager, Panel Data Science",Numerator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,2+,Ottawa,Canada,NA,NA,0,0,0,0,0,0,NA,https://www.glassdoor.com/Job/jobs.htm?suggestCount=0&suggestChosen=false&clickSource=searchBtn&typedKeyword=Data+sc&locT=N&locId=3&jobType=&context=Jobs&sc.keyword=Data+Science&dropdown=0,Statistics top jobs in Canada,product manager  panel data science,Data Science,2,Two or less years,Canada,NA
17,Jayani,13/08/2020,11/08/2020,Data Science Co-op,Clearbanc,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,Toronto,Canada,NA,NA,0,0,0,0,0,0,NA,https://www.glassdoor.com/Job/jobs.htm?suggestCount=0&suggestChosen=false&clickSource=searchBtn&typedKeyword=Data+sc&locT=N&locId=3&jobType=&context=Jobs&sc.keyword=Data+Science&dropdown=0,Statistics top jobs in Canada,data science co op,Data Science,NA,Two or less years,Canada,NA
18,Jayani,13/08/2020,12/08/2020,Marketing insights data analyst,Yellow Pages,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,Toronto,Canada,"degree in Maths/Stats, business, marketing, computer science.",NA,0,0,0,0,0,0,NA,https://www.glassdoor.com/Job/jobs.htm?suggestCount=0&suggestChosen=false&clickSource=searchBtn&typedKeyword=Data+sc&locT=N&locId=3&jobType=&context=Jobs&sc.keyword=Data+Science&dropdown=0,Statistics top jobs in Canada,marketing insights data analyst,Data Analyst,NA,Two or less years,Canada,Some Degree
19,Jayani,13/08/2020,13/08/2020,Data Analyst,University of Alberta,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,Edomonton,Canada,"Minimum of a Bachelors degree (Masters degree preferred) in biostatistics, epidemiology, health services research, or a related field.",NA,0,0,0,0,0,0,NA,https://www.glassdoor.com/Job/jobs.htm?suggestCount=0&suggestChosen=false&clickSource=searchBtn&typedKeyword=Data+sc&locT=N&locId=3&jobType=&context=Jobs&sc.keyword=Data+Science&dropdown=0,Statistics top jobs in Canada,data analyst,Data Analyst,NA,Two or less years,Canada,Min_Bsc
20,Jayani,13/08/2020,13/08/2020,Data Analyst,Ernst & Young Global Ltd,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2-3,Johannesburg,Africa,"degree in Computer Science, Mathematics, Economics, Information Management or Statistics or equivalent",NA,0,0,0,0,0,0,NA,https://www.glassdoor.com/Job/jobs.htm?suggestCount=0&suggestChosen=false&clickSource=searchBtn&typedKeyword=&locT=N&locId=211&jobType=&context=Jobs&sc.keyword=Data+Science&dropdown=0,Data Science jobs in Africa,data analyst,Data Analyst,2,Two or less years,NA,Some Degree
21,Jayani,13/08/2020,12/08/2020,Data Analyst,"Fitch Solutions, Inc",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,Johannesburg,Africa,"Undergraduate degree, ideally in economics or econometrics.",NA,0,0,0,0,0,0,NA,https://www.glassdoor.com/Job/jobs.htm?suggestCount=0&suggestChosen=false&clickSource=searchBtn&typedKeyword=&locT=N&locId=211&jobType=&context=Jobs&sc.keyword=Data+Science&dropdown=0,Data Science jobs in Africa,data analyst,Data Analyst,NA,Two or less years,NA,Some Degree
22,Jayani,11/08/2020,11/08/2020,Expert Project Leader (Technology Advantage),The Boston Consulting Group Inc.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,3-5 or 5-10,Kuala Lumpur,Malaysia,"Preferred advanced degree in Management and Business Studies, Electrical, Mechanical or Computer Engineering, Computer Science, Business Information Systems, Artificial Intelligence and Machine Learning, Data Analytics, Telecommunications, Physics or Mathematics – graduate of a leading engineering school would be a plus",NA,0,0,0,0,0,0,1,https://www.glassdoor.com/Job/jobs.htm?suggestCount=0&suggestChosen=false&clickSource=searchBtn&typedKeyword=&locT=N&locId=170&jobType=&context=Jobs&sc.keyword=statistics&dropdown=0,Statistics top jobs in Malaysia,expert project leader (technology advantage),Unimportant,3,More than 2 and less than 5 years,Malaysia,Some Degree
23,Jayani,13/08/2020,13/08/2020,Data Scientist,Telenor ASA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2+,Malaysia,Malaysia,"Bachelors or masters in statistics, applied mathematics, computer science, business or a related field",NA,0,0,0,0,0,0,NA,https://www.glassdoor.com/Job/jobs.htm?suggestCount=0&suggestChosen=false&clickSource=searchBtn&typedKeyword=&locT=N&locId=170&jobType=&context=Jobs&sc.keyword=statistics&dropdown=0,Statistics top jobs in Malaysia,data scientist,Data Science,2,Two or less years,Malaysia,Min_Bsc
24,Jayani,13/08/2020,13/08/2020,Data Scientist,Elabram Systems Sdn. Bhd.,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,1+,Kajang,Malaysia,"Masters in statistics, applied mathematics, computer science, economics, business, psychology or a related field","$91,289",0,0,0,0,1,0,NA,https://www.glassdoor.com/Job/jobs.htm?suggestCount=0&suggestChosen=false&clickSource=searchBtn&typedKeyword=&locT=N&locId=170&jobType=&context=Jobs&sc.keyword=statistics&dropdown=0,Statistics top jobs in Malaysia,data scientist,Data Science,1,Two or less years,Malaysia,Min_Master
25,Jayani,13/08/2020,13/08/2020,DATA ANALYST,STATWORKS GROUP,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2+,Petaling Jaya,Malaysia,Minimum Degree in IT / Data Science / Statistics / Artificial Intelligence / Computer Science or any related field,NA,0,0,0,0,0,1,1,https://www.glassdoor.com/Job/jobs.htm?suggestCount=0&suggestChosen=false&clickSource=searchBtn&typedKeyword=&locT=N&locId=170&jobType=&context=Jobs&sc.keyword=statistics&dropdown=0,Statistics top jobs in Malaysia,data analyst,Data Analyst,2,Two or less years,Malaysia,Some Degree
26,Jayani,13/08/2020,13/08/2020,Lead Data Scientist,Snap Innovations Pte Ltd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,4+,Singapore,Singapore,"Ph.D degree in Computer Science, Applied Statistics or related disciplines",NA,0,0,0,1,0,0,NA,https://sg.jobsdb.com/job/Lead-Data-Scientist-8300615ebb452b7fca2312331f4063b6?from_url=https%3A%2F%2Fsg.jobsdb.com%2FData-Scientist-jobs-in-Singapore%3Fpsi%3D2jzrZVFE6tGfGooL_VWg-b8a54cf17eae241cc2d8805e2961a98c-uIf2jhOfEIqtJOlgEe19%26sp%3Dsuggested%26ssr%3D4%26sol-precursor%3D8bd736ec-9cd1-488e-95d5-3a16f6e4433b%26sol-originator%3Drs_serp&sl=Singapore&sol_srt=2ce436be-608b-43f9-a191-6be52160d2bb&sp=serp&sponsored=false&sq=Data+Scientist&sr=10&tk=qkE6H1oa3ytnvKSpj4H1-8zgLtEi1jVNy4EcPIOAQ,Data Scientists jobs in Singapore,lead data scientist,Data Science,NA,Two or less years,Singapore,Phd
27,Jayani,13/08/2020,13/08/2020,Smart Manufacturing and Artificial Intelligence (SMAI) Innovation Data Scientist,Micron Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,3+,Singapore,Singapore,"Bachelor’s Degree in Electrical Engineering, Computer Engineering, Computer Science or related fields",NA,0,0,0,0,0,0,NA,https://sg.jobsdb.com/job/Innovation-Data-Scientist-562ae37afd2bbeff188db6361d7fd222?from_url=https%3A%2F%2Fsg.jobsdb.com%2FData-Scientist-jobs-in-Singapore%3Fpsi%3D2jzrZVFE6tGfGooL_VWg-b8a54cf17eae241cc2d8805e2961a98c-uIf2jhOfEIqtJOlgEe19%26sp%3Dsuggested%26ssr%3D4%26sol-precursor%3D8bd736ec-9cd1-488e-95d5-3a16f6e4433b%26sol-originator%3Drs_serp&sl=Singapore&sol_srt=2ce436be-608b-43f9-a191-6be52160d2bb&sp=serp&sponsored=false&sq=Data+Scientist&sr=9&tk=qkE6H1oa3ytnvKSpj4H1-8zgLtEi1jVNy4EcPIOAQ,Data Scientists jobs in Singapore,smart manufacturing and artificial intelligence (smai) innovation data scientist,Data Science,3,More than 2 and less than 5 years,Singapore,Min_Bsc
