ID,Consultant,DateRetrieved,DatePublished,Job_title,Company,R,SAS,SPSS,Python,MAtlab,Scala,C#,MS Word,Ms Excel,OLE/DB,Ms Access,Ms PowerPoint,Spreadsheets,Data_visualization,Presentation_Skills,Communication,BigData,Data_warehouse,cloud_storage,Google_Cloud,AWS,Machine_Learning,Deep Learning,Computer_vision,Java,C++,C,Linux/Unix,SQL,NoSQL,RDBMS,Oracle,MySQL,PHP,Flash_Actionscript,SPL,web_design_and_development_tools,Wordpress,AI,Natural_Language_Processing(NLP),Microsoft Power BI,Google_Analytics,graphics_and_design_skills,Data_marketing,SEO,Content_Management,Tableau,D3,Alteryx,KNIME,Spotfire,Spark,S3,Redshift,DigitalOcean,Javascript,Kafka,Storm,Bash,Hadoop,Data_Pipelines,MPP_Platforms,Qlik,Pig,Hive,Tensorflow,Map/Reduce,Impala,Solr,Teradata,MongoDB,Elasticsearch,YOLO,agile execution,Data_management,pyspark,Data_mining,Data_science,Web_Analytic_tools,IOT,Numerical_Analysis,Economic,Finance_Knowledge,Investment_Knowledge,Problem_Solving,Korean_language,Bash\Linux Scripting,Knowledge_in,Experience,City,Location,Educational_qualifications,Salary,Team_Handling,Debtor_reconcilation,Payroll_management,Bayesian,Optimization,Bahasa Malaysia,English proficiency,URL,Search_Term,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,Nimesha,11/8/2020,6/8/2020,Data Engineer,Workday,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Creating data models,STAR schemas for data consuming",6,Pleasanton,California,BS/MS in computer science,Not_mentioned,0,0,0,0,0,0,0,https://www.linkedin.com/jobs/view/1951388034,Data Analyst/Wordwide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,Nimesha,11/8/2020,10/8/2020,Data Analyst,PKF Sydney & Newcastle,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not_mentioned,1,NewSouth wales,Australia,University graduate( a degree in data science or Computer science,Not_mentioned,1,0,0,0,0,0,0,https://www.linkedin.com/jobs/view/1959926897,Data Analyst/Wordwide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,Nimesha,11/8/2020,20/7/2020,Production Statistician 2,IQVIA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,modeling & statistic,2,Moscow,Russia,"Bachelor's degree in Mathematics,Statistic",Not_mentioned,0,0,0,0,0,0,0,https://www.linkedin.com/jobs/view/1919550856,Data Analyst/Wordwide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,Nimesha,11/8/2020,5/8/2020,Data Analytics Engineer,SOON XING ENGINEERING PTE.LTD,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,NA,Not-mentioned,Singapore,Singapore,Diploma in Computer Engineering,Not_mentioned,1,0,0,0,1,0,0,https://www.linkedin.com/jobs/view/1979024986,Data Analyst/Wordwide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,Nimesha,11/8/2020,10/8/2020,Data Scientist,Cgi Technologies,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Statistics,programming and predictive modeling",10,"Lafayette,LA",US,Graduation from a 4 year college or university with a degree in statistics,Not_mentioned,0,0,0,0,0,0,0,https://www.linkedin.com/jobs/view/1986620679,Data Scientist/Wordwide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,Nimesha,12/8/2020,12/8/2020,Data Analyst,Spotify,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,2,New York Ciry,US,"Degree in mathematics, statistics,computer science",Not_mentioned,1,0,0,0,0,0,0,https://www.linkedin.com/jobs/view/1988621128,Data Analyst/Wordwide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,Nimesha,12/8/2020,7/8/2020,Data Analyst,Rakuten Viki,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gathering and reporting,4,NA,Singapore,"BSc in Computer Science,Mathematics,Statistics",Not_mentioned,0,0,0,0,0,0,0,https://www.linkedin.com/jobs/view/1911133995,Data Analyst/Wordwide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,Nimesha,12/8/2020,11/8/2020,Data Analyst,"Codeworks,Inc",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Statitistical analysis software,5,Madison,US,"BS in Mathematic, Computer science",Not_mentioned,0,0,0,0,0,0,0,https://www.linkedin.com/jobs/view/1988261811,Data Analyst/Wordwide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,Nimesha,12/8/2020,12/8/2020,Data Scientist,Korn Ferry,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Not-mentioned,NA,United Arab Emirates,"Master's Degree or PHD in Statistics,Bioinformatics",Not_mentioned,0,0,0,0,0,0,0,https://www.linkedin.com/jobs/view/1961940073,Data Scientist/Wordwide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,Nimesha,12/8/2020,12/8/2020,Data Analyst,Benchling,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not_mentioned,3,San Francisco,California,Bs or Ms Degree in Computer Science,Not_mentioned,0,0,0,0,0,0,0,https://www.linkedin.com/jobs/view/1974405977,Data Analyst/Wordwide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,Nimesha,12/8/2020,12/8/2020,Junior Data analyst,Xcede,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Not-mentioned,Central London,England,Studied a STEM subject,"Up to $28,000",0,0,0,0,0,0,0,https://www.linkedin.com/jobs/view/1961904031,Data Analyst/Wordwide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,Nimesha,12/8/2020,11/8/2020,Data Analyst,OneMagnify,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Automative Industry,Not-mentioned,Cologne,Germany,"Education background in Computer Science,Economics",Not_mentioned,0,0,0,0,0,0,0,https://www.linkedin.com/jobs/view/1961904031,Data Analyst/Wordwide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,Nimesha,13/8/2020,5/8/2020,Data Analyst,Mental Health Center,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Data wrangling methods,statistical techniques",1,Denver,US,"Bachelor's degree in statistics,social or behavioural research","$48,006-$55016 a year",0,0,0,0,0,0,0,https://www.indeed.com/m/viewjob?jk=e87557f5ef764d0e&from=serp&prevUrl=https%3A%2F%2Fwww.indeed.com%2Fm%2Fjobs%3Fq%3DComputer%2BScience%2BStatistics%26l%3D%26forceLocation%3D0%26start%3D20%26pp%3DgQAZAAAAAAAAAAAAAAABiPtXkAA_AQEBDgU-4HNNJGuqxPDv6L1_lIqeS3x_hnJL6MJ7C8tJfYcatvBsBo_dQwC1wWU0AeB13rF0z_i0TW7cb1NqAAA,Data Analyst/Wordwide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,Nimesha,13/8/2020,12/8/2020,Data Analyst,Credit Sesame,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Statistics and experimental design,2,Kentucky,Canada,Bachelor's degree,Not_mentioned,0,0,0,0,0,0,0,https://www.indeed.com/m/viewjob?jk=e1a7dd096024f676&from=serp&prevUrl=https%3A%2F%2Fwww.indeed.com%2Fm%2Fjobs%3Fq%3DComputer%2BScience%2BStatistics%26l%3D%26forceLocation%3D0%26start%3D40%26pp%3DgQAyAAAAAAAAAAAAAAABiPt0aQBdAQIBESQIASEbjjcZpumGnT-6JceQCiwsJIzVW4chH48Yn_9tv8jCGs4FlE0aZ5nw8iqcGp0zE3LffZJpVOx-zNXGLUQijn1lfWVw78xCmJpCP5RqzMj0KbCsydMXAAA,Data Analyst/Wordwide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,Nimesha,13/8/2020,13/8/2020,junior Data Scientist,Isentia,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Creating dashboard designs through visualization tools,1,Pasig,Philippines,"Collage graduate of a computer science,computer Engineering",Not_mentioned,0,0,0,0,0,0,0,https://www.linkedin.com/jobs/view/1961985090,Data Scientist/Wordwide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,Nimesha,13/8/2020,13/8/2020,Big Data Engineer,John Keells Holdings PLC,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not_mentioned,3,Colombo,Sri Lanka,"Bachelo'r degree in Computer Science,Mathematics,Statistics",Not_mentioned,0,0,0,0,0,0,0,https://www.linkedin.com/jobs/view/1961997165,Data Analyst/Wordwide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,Nimesha,13/8/2020,13/8/2020,Data Architect,Wavenet,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Linear regression,Supervised learning",10,Colombo,Sri Lanka,not_mentioned,Not_mentioned,0,0,0,0,0,0,0,https://www.linkedin.com/jobs/view/1988735807,Data Analyst/Wordwide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,Nimesha,13/8/2020,11/8/2020,Data Scientist,PulsePoint,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"classical ML models,Phython using the numpy/scipy",3,New York,US,MS/Phd in Applied Mathematics,Not_mentioned,0,0,0,0,0,0,0,https://www.linkedin.com/jobs/view/1964171642,Data Scientist/Wordwide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,Nimesha,13/8/2020,11/8/2020,Data Scientist,Dataiku,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Not_mentioned,2,Denver,US,not_mentioned,Not_mentioned,0,0,0,0,0,0,0,https://www.linkedin.com/jobs/view/1988370836,Data Scientist/Wordwide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,Sanduni,8/8/2020,8/8/2020,Insights and Analytics Analyst,NICE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,analytics methodologies and translate analytic results to business action,not mentioned,Chicago,US,Bachelor’s Degree from an accredited University with Coursework of a quantitative or analytics nature,not_mentioned,1,0,0,0,0,0,0,https://www.indeed.com/q-Statistics-jobs.html?vjk=1aa8d507d1a2a86f,statistical job vacancies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Sanduni,8/8/2020,5/8/2020,Data Analyst,Dialog Axiata,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,build statistical and machine learning models,3-6yrs,Colombo,Sri Lanka,Degree in Engineering/IT or Specialized in Computer Science/ Statistics,not_mentioned,1,0,0,0,0,0,0,https://jobsuper.lk/job/data-analyst/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,statistical job vacancies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,Sanduni,8/8/2020,7/8/2020,Data Analyst,Department of Public Safety,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not mentioned,3 yrs,Wake Country,NC,Bachelor's degree from an appropriately accredited institution,$46203-78218 a year,1,0,0,0,0,0,0,https://www.indeed.com/q-Statistics-jobs.html?vjk=887a7c72b7d3150a,statistical job vacancies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,Sanduni,8/8/2020,8/8/2020,Product Data Analyst,Drizly,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not mentioned,not mentioned,NewYork,US,not mentioned,not_mentioned,1,0,0,0,0,0,0,https://www.indeed.com/q-Statistics-jobs.html?vjk=3c100f9af3b93ae3,statistical job vacancies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,Sanduni,9/8/2020,8/8/2020,Data and Statistical Analyst-DAIL,Vermont,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vermont MMIS,2 years/3years,Waterbury,US,"Masters' degree in Public Health, health care administrations,bussiness administration or related field with coursework in statistics,policy,planning or health care related research/ Bachelors Degree",$28.28 an hour,1,0,0,0,0,0,0,https://careers.vermont.gov/job/Waterbury-Data-and-Statistical-Analyst-DAIL-VT-05671/666527000/?jobPipeline=Indeed,statistical job vacancies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,Sanduni,9/8/2020,30/07/2020,Freelancer (Academic Writing) in Statistics,BM Global Solutions,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"IB maths and IGCSE and Statistics,ANOVA",1-2 years,"Chennai,Delhi,Bengaluru",India,"Any Graduate in any Specialization/Any postgraduate in any Specialization/Pn.D in Specialization/Any Specialization, M.Phil.in Dermatology",200000-300000P.A.,0,0,0,0,0,0,0,http://www.naukri.com/job-listings-freelancer-academic-writing-in-statistics-bm-global-solutions-chennai-delhi-ncr-bengaluru-bangalore-1-to-2-years-290720002103?src=jobsearchMob&xp=3&sid=15969874811348_1,statistical job vacancies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,Sanduni,9/8/2020,7/8/2020,Data Scientist,Denave India Pvt Ltd,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,not mentioned,2-6 years,"Bangalore,Chennai,Hyderabad,Kolkata,Pune,Mumbai City,Delhi",India,BE/Btech in Computer Science,not_mentioned,1,0,0,0,0,0,0,https://www.shine.com/jobs/data-scientist/denave-india-pvt-ltd/10566781/,statistical job vacancies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,Sanduni,9/8/2020,9/8/2020,Specialized Analytics intermediate Analyst,Citibank India,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not mentioned,2-5 years,Pune,India,Bachelors/University degree or equivalent experience,not_mentioned,1,0,0,0,0,0,0,https://www.shine.com/jobs/specialized-analytics-intermediate-analyst/citybank-india/10905853/,statistical job vacancies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,Sanduni,9/8/2020,10/8/2020,Data Analyst,AXIST-AD-PRINT MEDIA(I)LTD,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Strong analytical skills, report writing",4 - 5 Years,"Mumbai, Maharashtra",India,"BS - Mathematics/Economics/Computer Science, Information Management or Statistics",not_mentioned,1,0,0,0,0,0,0,https://in.fidanto.com/jobs/job-opening/printing-press-operators/data-analyst-93125627?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,data analyst jobs in india,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
