ID,Consultant,URL,Duplicate/Unique,Search_Term,DateRetrieved,DatePublished,Job_Field,Job_title,Company,Knowledge_in,Minimum Experience in Years,City,Location,Educational_qualifications,Payment Frequency,Currency,Salary,English Needed,English proficiency description,Additional_languages,AI,Natural_Language_Processing(NLP),Data_Pipelines,Machine_Learning,Deep Learning,Computer_vision,Data_visualization,Data_warehouse,BigData,Data_management,Data_mining,Data_science,Bayesian,Optimization,Numerical_Analysis,IOT,Data_translation,R,SAS,SPSS,Python,MAtlab,Scala,C#,Java,C++,C,Bash,Tensorflow,pyspark,YOLO,MS Word,Ms Excel,Ms Access,Ms PowerPoint,Spreadsheets,Google_Analytics,Microsoft Power BI,Tableau,D3,Qlik,KNIME,Spotfire,Linux/Unix,OLE/DB,SQL,NoSQL,RDBMS,Oracle,MySQL,MongoDB,MPP_Platforms,SPL,Alteryx,Spark,Kafka,Hadoop,Pig,Hive,Map/Reduce,Impala,Storm,Google_Cloud,AWS,cloud_storage,S3,Redshift,DigitalOcean,Teradata,Solr,Elasticsearch,Presentation_Skills,Communication,Problem_Solving,Team_Handling,agile execution,Data_marketing,SEO,graphics_and_design_skills,Content_Management,Economic,Finance_Knowledge,Investment_Knowledge,Debtor_reconcilation,Payroll_management,Flash_Actionscript,web_design_and_development_tools,Wordpress,PHP,Javascript,Web_Analytic_tools
11,Abhishanya,https://www.glassdoor.com/partner/jobListing.htm?pos=107&ao=1136043&s=58&guid=0000017d100ce14187865e72153860a5&src=GD_JOB_VIEW&t=SR&vt=w&uido=526FD492E6A5741602A48AD394E83CE4&cs=1_3e757101&cb=1636651819647&jobListingId=1007424207774&jrtk=3-0-1fk80pobgu292801-1fk80pobvu1fl800-fda6d562d142a38a-,Duplicate,Data scientist job,11/11/2021,9/11/0201,Telecommunication,Data Scientist,Verizon,NA,4,Alpharetta,USA,"Master's degree in Industrial Engineering, Operations Research, Data Science, Analytics, Computer Science, Statistics or related field.",Annual,USD,75000 - 131000,0,NA,NA,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Abhishanya,https://www.glassdoor.com/partner/jobListing.htm?pos=109&ao=1136043&s=58&guid=0000017d100ce14187865e72153860a5&src=GD_JOB_VIEW&t=SR&vt=w&uido=526FD492E6A5741602A48AD394E83CE4&cs=1_a295263a&cb=1636651819648&jobListingId=1007430102008&jrtk=3-0-1fk80pobgu292801-1fk80pobvu1fl800-7ba888158ea2c601-,Unique,Data scientist job,11/11/2021,11/11/2021,Other,Data Scientist,Realty Income,NA,3,Atlanta,USA,"PHD Preferred in a relevant discipline, e.g., machine learning, statistics, applied mathematics, econometrics, or operations research",Annual,USD,73000 - 155000,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13,Abhishanya,https://www.glassdoor.com/partner/jobListing.htm?pos=116&ao=1136043&s=58&guid=0000017d100ce14187865e72153860a5&src=GD_JOB_VIEW&t=SR&vt=w&uido=526FD492E6A5741602A48AD394E83CE4&cs=1_7b5cac06&cb=1636651819651&jobListingId=1007428619653&jrtk=3-0-1fk80pobgu292801-1fk80pobvu1fl800-fdd2783f1a7b9488-,Unique,Data scientist job,11/11/2021,10/11/2021,Finance,Data Scientist,Invesco,NA,4,Atlanta,USA,"Undergraduate or advanced degree in a quantitative discipline (i.e. Statistics, Mathematics, Econometrics, Operations Research, Computer Science) with focus on data sciences techniques",Annual,USD,70000 - 122000,0,NA,NA,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14,Abhishanya,https://www.glassdoor.com/partner/jobListing.htm?pos=101&ao=1136043&s=58&guid=0000017d118aecfaad71f7bc04907f1e&src=GD_JOB_VIEW&t=SR&vt=w&uido=526FD492E6A5741602A48AD394E83CE4&cs=1_b565af33&cb=1636676857399&jobListingId=1007420012885&jrtk=3-0-1fk8olraqu4br801-1fk8olrbbu3di800-a019f4d8aec4e4a7-,Unique,Data scientist job,11/12/2021,7/11/2021,Other,Associate Data Scientist Engineer,KPMG,NA,2,Atlanta,USA,"Bachelor's degree or higher from an accredited college/university in Computer Science, Mathematics, Computer Engineering, Statistics, or a similar field",Annual,USD,78000 - 131000,0,NA,NA,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,Abhishanya,https://www.glassdoor.com/partner/jobListing.htm?pos=101&ao=1136043&s=58&guid=0000017d11a6c86d80a847dc49b4b9ec&src=GD_JOB_VIEW&t=SR&vt=w&uido=526FD492E6A5741602A48AD394E83CE4&cs=1_16b6732a&cb=1636678683840&jobListingId=1007430924650&jrtk=3-0-1fk8qdi53u3hn801-1fk8qdi8fu2vc800-b671f77fb3e65fef-,Unique,Statistics job,11/12/2021,11/11/2021,Manufacturing,Associate Data Analyst,Nike,NA,1,Beaverton,USA,"Bachelor’s degree in Mathematics, Statistics, or quantitative field; or equivalent combination of education and experience",Annual,USD,71000 - 119000,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,Abhishanya,https://www.glassdoor.com/partner/jobListing.htm?pos=105&ao=1136043&s=58&guid=0000017d11a6c86d80a847dc49b4b9ec&src=GD_JOB_VIEW&t=SR&vt=w&uido=526FD492E6A5741602A48AD394E83CE4&cs=1_20b7ec3e&cb=1636678683840&jobListingId=1007420427320&jrtk=3-0-1fk8qdi53u3hn801-1fk8qdi8fu2vc800-a0d16c3171218fae-,Unique,Statistics job,11/12/2021,11/11/2021,Other,Data Scientist,Adidas,NA,5,Portland,USA,"Bachelor or Master’s degree in Data Science, Mathematics, Statistics, or related technical discipline.",Annual,USD,80000-157000,1,Concise written and oral communication skills (English),NA,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Abhishanya,https://www.glassdoor.com/partner/jobListing.htm?pos=107&ao=1136043&s=58&guid=0000017d11a6c86d80a847dc49b4b9ec&src=GD_JOB_VIEW&t=SR&vt=w&uido=526FD492E6A5741602A48AD394E83CE4&cs=1_d7ec8ad8&cb=1636678683841&jobListingId=1007431101322&jrtk=3-0-1fk8qdi53u3hn801-1fk8qdi8fu2vc800-c305e8bb9d901e50-,Unique,Statistics job,11/12/2021,11/11/2021,Insurance,Data Scientist,Travelers,"Strong knowledge in: Regression, Classification, Machine Vision, Natural Language Processing, Deep Learning and Statistical modeling.",3,Hartford,USA,"Master's degree in Statistics, Mathematics, Decision Sciences, Actuarial Science or related analytical STEM field",NA,NA,NA,0,NA,NA,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Abhishanya,https://www.glassdoor.com/partner/jobListing.htm?pos=112&ao=1136043&s=58&guid=0000017d11a6c86d80a847dc49b4b9ec&src=GD_JOB_VIEW&t=SR&vt=w&uido=526FD492E6A5741602A48AD394E83CE4&cs=1_bd969053&cb=1636678683842&jobListingId=1007278283489&jrtk=3-0-1fk8qdi53u3hn801-1fk8qdi8fu2vc800-b2e014e0701b9ab3-,Unique,Statistics job,11/12/2021,11/10/2021,Health,Data Scientist,Pfizer,Knowledge of descriptive and inferential statistics models.,NA,Groton,USA,"MS in Math, Statistics, or Computer Science",Annual,USD,56000 - 162000,0,NA,NA,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Abhishanya,https://www.glassdoor.com/partner/jobListing.htm?pos=114&ao=1136043&s=58&guid=0000017d11a6c86d80a847dc49b4b9ec&src=GD_JOB_VIEW&t=SR&vt=w&uido=526FD492E6A5741602A48AD394E83CE4&cs=1_4a17a5ca&cb=1636678683842&jobListingId=1007332947499&jrtk=3-0-1fk8qdi53u3hn801-1fk8qdi8fu2vc800-d6c2fb56226087b1-,Unique,Statistics job,11/12/2021,11/10/2021,Other,Senior Data Analyst,Hulu,NA,3,Santa Monica,USA,"Degree in an analytical area such as Mathematics, Statistics, Operations Research, Computer Science or equivalent",Annual,USD,81000 - 132000,0,NA,NA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Abhishanya,https://www.glassdoor.com/partner/jobListing.htm?pos=118&ao=1136043&s=58&guid=0000017d11e123619284f4a00ef85f87&src=GD_JOB_VIEW&t=SR&vt=w&uido=526FD492E6A5741602A48AD394E83CE4&cs=1_443ab69a&cb=1636682507897&jobListingId=1007266513772&jrtk=3-0-1fk8u28uhu5pq801-1fk8u28vpu3tp800-d027ed0520d10e95-,Unique,Statistics job,11/12/2021,11/10/2021,Other,Data Scientist,Petco,NA,5,San Antonio,USA,"M.S. in Computer Science, Math, Statistics, Industrial Engineering, or related field preferred; or B.S. in related field with 5+ years’ experience",Annual,USD,73000 - 148000,0,NA,NA,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Abhishanya,https://www.linkedin.com/jobs/view/2770008254/?alternateChannel=search&refId=%2Fh6hcw2WILtaCaDRW9B3bA%3D%3D&trackingId=STFF85RajEAF43GC3nH%2Fpw%3D%3D&trk=d_flagship3_job_details&lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_jobs%3Bu2163p9SSr%2BGUOSGyekmJg%3D%3D,Unique,Statistics job,11/12/2021,10/29/2021,Other,Data Analyst,GoPro Consultancy,NA,2,Colombo,Sri Lanka,Bachelor or Master degree,NA,NA,NA,1,Fluent in English,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Abhishanya,https://www.glassdoor.com/partner/jobListing.htm?pos=108&ao=1136043&s=58&guid=0000017d12131d3bab50f7f157cba8f9&src=GD_JOB_VIEW&t=SR&vt=w&uido=526FD492E6A5741602A48AD394E83CE4&cs=1_f8438385&cb=1636685782841&jobListingId=1007412271562&jrtk=3-0-1fk9167evu4vp801-1fk9167fgu336800-c5af4d505b051a32-,Unique,Data analyst job,11/12/2021,4/11/2021,Other,Data Analyst,Mercedes-Benz Financial Services Australia,NA,3,Mulgrave,Australia,"A degree in Finance or background in Economics, Business management, Statistics, Computer Science and/or other related fields",NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23,Abhishanya,https://www.glassdoor.com/partner/jobListing.htm?pos=113&ao=1136043&s=58&guid=0000017d12131d3bab50f7f157cba8f9&src=GD_JOB_VIEW&t=SR&vt=w&uido=526FD492E6A5741602A48AD394E83CE4&cs=1_940840a9&cb=1636685782843&jobListingId=1007420662989&jrtk=3-0-1fk9167evu4vp801-1fk9167fgu336800-e7b65ade29b18dc7-,Unique,Data analyst job,11/12/2021,8/11/2021,Insurance,Data Analyst,Auto & General Insurance,NA,NA,Toowong,Australia,"Degree qualified in data science, mathematics, actuarial studies or simila",NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Abhishanya,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=13&ac=DEFZZZ&jc=0000893875&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,Unique,top jobs,11/12/2021,11/11/2021,Information Technology,Data Scientist,Datamtx Labs,Advance statistical techniques and concepts,2,Colombo,Sri Lanka,Msc in Computer Science; Statistics or related field/Degree in Computer science,NA,NA,NA,0,NA,NA,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Abhishanya,"https://www.glassdoor.co.uk/job-listing/lead-data-scientist-creative-personnel-JV_IC2671300_KO0,19_KE20,38.htm?jl=1007432100777&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic",Unique,jobs in UK,11/12/2021,11/11/2021,Professional services,Lead Data Scientist,Creative Personnel,modeling solutions experimental designs to support business decisions,NA,London,United Kingdom,NA,NA,NA,NA,0,NA,NA,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
